"person_id","screening_date","arnold_fta_raw","arnold_fta","arnold_nca_raw","arnold_nca","arnold_nvca_raw","arnold_nvca","Risk of Failure to Appear_decile_score","Risk of Failure to Appear_raw_score","Risk of Recidivism_decile_score","Risk of Recidivism_raw_score","Risk of Violence_decile_score","Risk of Violence_raw_score","general_two_year","general_six_month","years","recidnot","drug_two_year","property_two_year","misdemeanor_two_year","felony_two_year","drug_six_month","property_six_month","misdemeanor_six_month","felony_six_month","violent_two_year","violent_six_month","nullcharge","sex","race","age_at_current_charge","p_charges"
5347,2013-11-26,2,3,5,4,5,"Yes",3,20,6,-0.18,6,-1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",40,8
5354,2013-03-21,2,3,7,5,3,"No",5,23,9,0.45,9,-0.83,1,1,0.0191649555099247,0,0,0,0,1,0,0,0,1,1,1,0,1,"African-American",21,4
5356,2013-02-21,2,3,9,6,7,"Yes",1,15,7,-0.02,5,-1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",20,25
5360,2013-09-07,4,4,7,5,3,"No",3,20,2,-1.02,1,-2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",49,9
5363,2013-08-10,0,1,1,2,3,"No",1,14,2,-1.02,4,-2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",24,2
5367,2013-02-22,1,2,2,2,4,"Yes",3,18,1,-1.47,1,-2.99,1,0,1.00547570157426,0,0,1,0,1,0,0,0,0,1,0,0,1,"African-American",34,5
537,2013-10-15,1,2,4,3,5,"Yes",5,23,5,-0.48,4,-2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",47,9
5374,2014-01-13,4,4,7,5,5,"Yes",1,11,2,-1.17,4,-2,1,1,0.191307323750856,0,0,0,1,0,0,0,1,0,1,0,0,1,"Other",18,8
5379,2013-08-26,6,5,6,4,4,"Yes",4,21,8,0.25,6,-1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",24,18
538,2013-01-30,2,3,5,4,4,"Yes",1,14,4,-0.53,3,-2.55,0,0,2.1572553045859,1,0,0,0,0,0,0,0,0,0,0,0,1,"African-American",26,5
5380,2013-04-06,2,3,9,6,4,"Yes",5,23,8,0.18,6,-1.62,1,0,1.22416153319644,0,1,0,0,1,0,0,0,0,1,0,0,1,"African-American",25,22
5381,2013-03-31,6,5,6,4,2,"No",3,18,1,-1.52,1,-3.25,0,0,2.02464065708419,1,0,0,0,0,0,0,0,0,0,0,0,1,"African-American",35,8
5386,2013-09-12,0,1,0,1,2,"No",1,13,1,-1.74,1,-3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"Caucasian",35,6
5389,2013-09-21,0,1,2,2,0,"No",1,15,8,0.09,7,-1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",18,2
5392,2014-02-27,0,1,1,2,3,"No",2,18,4,-0.4,5,-1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",45,3
5394,2013-03-10,1,2,3,3,4,"Yes",3,19,2,-1.27,2,-2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",53,8
5395,2013-10-29,2,3,6,4,6,"Yes",3,20,7,0.05,7,-1.34,1,0,1.78011635865845,0,0,0,1,0,0,0,0,0,0,0,0,1,"African-American",24,12
54,2013-01-11,2,3,8,5,3,"No",6,25,9,0.32,6,-1.55,1,0,1.41273100616016,0,0,0,1,0,0,0,0,0,0,0,0,1,"African-American",31,42
5400,2014-01-30,2,3,6,4,6,"Yes",2,17,7,0.02,4,-2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",23,20
5402,2013-02-14,1,2,4,3,4,"Yes",2,17,10,0.88,9,-0.77,1,1,0.396303901437372,0,0,0,0,1,0,0,0,1,1,1,0,0,"African-American",20,6
5404,2013-10-18,0,1,2,2,4,"Yes",3,18,5,-0.78,3,-2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"African-American",33,9
5414,2013-01-10,2,3,9,6,6,"Yes",3,18,9,0.52,8,-1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",25,18
5416,2013-04-29,6,5,8,5,2,"No",1,15,4,-0.62,6,-1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",28,3
542,2013-05-06,2,3,11,6,4,"Yes",2,17,10,1,10,-0.39,1,0,0.640828199863107,0,0,0,1,0,0,0,0,0,0,0,0,1,"African-American",20,7
5423,2013-11-22,1,2,1,2,1,"No",2,16,1,-2.09,1,-4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",57,3
5427,2013-05-17,3,4,2,2,1,"No",3,19,3,-1.06,1,-3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"African-American",40,4
5428,2014-03-23,7,6,8,5,5,"Yes",3,19,4,-0.54,5,-1.87,1,0,0.707734428473648,0,0,0,1,0,0,0,0,0,0,0,0,1,"Caucasian",23,15
5430,2014-02-13,1,2,3,3,3,"No",1,15,5,-0.33,5,-1.96,1,1,0.377138945927447,0,1,0,1,0,1,0,1,0,1,0,0,1,"African-American",21,5
5431,2013-07-30,1,2,5,4,5,"Yes",1,12,2,-1.58,1,-3.62,1,1,0.0246406570841889,0,0,0,1,0,0,0,1,0,1,1,0,0,"Caucasian",40,4
5434,2013-03-05,2,3,6,4,3,"No",5,23,5,-0.45,1,-2.98,1,1,0.229637234770705,0,0,0,0,0,0,0,0,0,0,0,0,1,"African-American",46,7
5436,2013-05-02,1,2,2,2,1,"No",1,14,2,-1.62,1,-3.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"Caucasian",51,4
5439,2013-11-05,1,2,4,3,5,"Yes",2,17,4,-0.59,3,-2.32,1,0,0.59154688569473,0,0,0,0,1,0,0,0,0,1,0,0,1,"Other",33,5
5443,2013-05-29,2,3,8,5,3,"No",3,18,9,0.34,7,-1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",22,9
5444,2013-11-07,1,2,2,2,4,"Yes",1,13,3,-1.17,1,-3.18,1,1,0.415468856947296,0,0,0,1,0,0,0,1,0,1,0,0,0,"Caucasian",40,2
5446,2014-02-08,2,3,5,4,5,"Yes",3,18,6,-0.2,3,-2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",46,9
5447,2013-12-08,2,3,9,6,6,"Yes",8,28,10,0.65,10,-0.57,1,1,0.288329911019849,0,0,0,1,0,0,0,1,0,1,1,0,1,"African-American",32,36
5447,2014-03-23,2,3,9,6,6,"Yes",8,28,10,0.67,10,-0.57,1,0,1.68856947296372,0,1,0,0,1,0,0,0,0,0,0,0,1,"African-American",32,38
5448,2013-04-14,0,1,0,1,0,"No",1,12,2,-1.14,2,-2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",25,4
5449,2013-11-17,0,1,0,1,0,"No",1,13,3,-0.84,2,-2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",30,4
5451,2014-03-11,1,2,2,2,4,"Yes",3,18,1,-1.73,1,-3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"Caucasian",29,3
5455,2014-01-16,2,3,4,3,2,"No",1,12,2,-1.62,1,-3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"Caucasian",30,11
5456,2013-04-26,2,3,9,6,4,"Yes",5,22,9,0.58,5,-1.76,1,1,0.388090349075975,0,0,0,1,0,0,0,1,0,0,0,0,1,"African-American",34,42
5458,2013-08-17,3,4,4,3,3,"No",3,20,3,-0.81,4,-2,1,1,0.0054757015742642,0,0,0,1,0,0,0,1,0,0,0,0,1,"African-American",21,4
546,2013-04-22,0,1,0,1,0,"No",2,16,3,-0.97,2,-2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Hispanic",33,11
5461,2013-12-16,2,3,1,2,0,"No",1,13,2,-1.12,1,-2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",32,3
5463,2013-09-09,1,2,4,3,2,"No",1,11,4,-0.58,6,-1.6,1,1,0.146303901437372,0,0,1,0,1,0,1,0,1,0,0,0,1,"African-American",18,5
5463,2013-12-11,2,3,7,5,3,"No",2,17,5,-0.33,6,-1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",19,8
5465,2013-04-13,2,3,6,4,5,"Yes",2,17,10,0.47,9,-0.85,1,0,0.521902806297057,0,1,0,0,1,0,0,0,0,0,0,0,0,"African-American",18,5
5467,2014-01-15,2,3,9,6,4,"Yes",7,27,9,0.32,2,-2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",36,29
5474,2013-04-05,1,2,1,2,1,"No",1,14,5,-0.44,5,-1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",25,12
5479,2013-01-12,2,3,7,5,6,"Yes",1,15,9,0.59,9,-0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",19,7
548,2013-06-17,0,1,2,2,3,"No",1,11,3,-0.82,6,-1.53,0,0,2.59154688569473,1,0,0,0,0,0,0,0,0,0,0,0,1,"African-American",18,2
5482,2013-05-19,2,3,7,5,6,"Yes",2,16,5,-0.34,4,-2.21,1,1,0.482375085557837,0,0,0,1,0,0,0,1,0,0,0,0,1,"Other",27,20
5484,2013-11-25,1,2,1,2,3,"No",2,17,2,-1.17,1,-3.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",55,3
5490,2013-01-02,4,4,8,5,6,"Yes",3,18,10,0.79,9,-0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Other",24,24
5495,2013-05-30,2,3,9,6,4,"Yes",3,20,3,-0.75,1,-2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",57,33
5496,2014-02-21,2,3,7,5,6,"Yes",1,13,5,-0.61,7,-1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"African-American",20,4
5500,2013-09-23,2,3,6,4,5,"Yes",9,33,4,-0.65,1,-3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",69,15
5502,2013-01-31,0,1,2,2,0,"No",1,13,4,-0.62,4,-2.03,1,0,0.774640657084189,0,1,0,1,0,0,0,0,0,0,0,0,1,"African-American",21,2
5506,2014-01-31,1,2,4,3,3,"No",2,17,5,-0.39,4,-1.98,1,0,1.1490417522245,0,0,0,1,0,0,0,0,0,0,0,0,1,"Caucasian",22,5
5507,2013-01-01,1,2,2,2,1,"No",2,16,2,-1.21,1,-3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Other",40,7
5508,2013-06-19,0,1,1,2,3,"No",3,19,4,-0.65,6,-1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",27,2
5516,2013-02-14,2,3,4,3,4,"Yes",1,14,1,-1.6,1,-3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",42,6
5518,2013-08-26,1,2,3,3,2,"No",1,13,1,-1.69,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",28,4
552,2013-09-09,1,2,3,3,1,"No",1,12,6,-0.3,5,-1.83,1,0,0.737850787132101,0,0,0,1,0,0,0,0,0,0,0,0,1,"Caucasian",19,3
5525,2013-09-25,1,2,4,3,2,"No",2,17,6,-0.23,5,-1.85,1,1,0.0970225872689938,0,0,1,0,1,0,1,0,1,1,1,0,1,"Caucasian",31,13
5528,2013-05-28,1,2,1,2,1,"No",3,19,6,-0.37,3,-2.32,1,1,0.0711841204654346,0,0,0,1,0,0,0,1,0,0,0,0,0,"Caucasian",25,2
5531,2013-05-01,1,2,6,4,5,"Yes",2,17,9,0.57,9,-0.86,1,0,0.793805612594114,0,0,0,1,0,0,0,0,0,0,0,0,1,"Caucasian",20,5
5534,2013-01-09,2,3,5,4,2,"No",3,18,2,-1.19,1,-3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Hispanic",32,9
5535,2014-03-06,2,3,7,5,6,"Yes",1,13,6,-0.31,7,-1.32,1,0,1.03011635865845,0,0,1,0,1,0,0,0,0,1,0,0,1,"Caucasian",19,9
5537,2013-03-28,1,2,4,3,5,"Yes",2,16,8,0.12,8,-1.15,1,1,0.129876796714579,0,1,0,1,0,1,0,1,0,0,0,0,0,"African-American",19,4
5539,2013-09-18,2,3,6,4,3,"No",5,22,8,0.22,4,-2.17,1,1,0.107973990417522,0,1,0,0,1,1,0,0,1,0,0,0,1,"African-American",26,26
5543,2013-05-22,2,3,6,4,5,"Yes",6,25,3,-0.98,2,-2.92,1,0,0.505475701574264,0,0,0,1,0,0,0,0,0,1,0,0,1,"Caucasian",42,6
5544,2013-04-15,1,2,5,4,2,"No",1,12,4,-0.86,4,-2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"African-American",21,4
5545,2013-01-13,2,3,7,5,6,"Yes",4,21,8,0.13,8,-1.02,1,0,1.17214236824093,0,0,0,1,0,0,0,0,0,1,0,0,1,"Caucasian",28,9
5545,2014-03-15,2,3,7,5,6,"Yes",4,21,8,0.13,9,-0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",29,10
5550,2013-05-18,2,3,9,6,6,"Yes",3,19,10,1.01,10,-0.47,1,0,1.11618754277892,0,0,1,0,1,0,0,0,0,1,0,0,1,"African-American",21,29
5551,2013-08-03,2,3,5,4,5,"Yes",2,16,6,-0.23,2,-2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",35,21
5552,2013-12-13,2,3,9,6,4,"Yes",7,26,10,0.67,2,-2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",49,46
5556,2013-05-09,2,3,9,6,4,"Yes",3,20,8,0.11,3,-2.31,1,0,1.37440109514031,0,1,0,0,1,0,0,0,0,0,0,0,1,"African-American",44,34
5558,2013-04-23,0,1,3,3,3,"No",2,16,3,-0.91,4,-2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",22,2
5560,2013-02-04,1,2,1,2,1,"No",3,20,1,-2.27,1,-4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Hispanic",50,2
5563,2014-03-15,0,1,0,1,2,"No",2,16,6,-0.27,3,-2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",31,2
5564,2013-02-09,2,3,5,4,5,"Yes",6,24,4,-0.69,3,-2.46,1,0,1.32392197125257,0,1,0,0,1,0,0,0,0,0,0,0,1,"African-American",32,11
557,2013-10-22,2,3,9,6,4,"Yes",3,18,9,0.55,6,-1.62,1,0,0.75,0,0,1,0,1,0,0,0,0,1,0,0,1,"African-American",18,16
5574,2013-09-06,1,2,3,3,5,"Yes",5,22,7,-0.01,7,-1.46,1,0,1.95225872689938,0,0,0,1,0,0,0,0,0,0,0,0,1,"African-American",24,6
5575,2013-11-27,2,3,7,5,6,"Yes",4,20,7,-0.18,5,-1.89,1,0,1.27190280629706,0,0,1,0,1,0,0,0,0,1,0,0,0,"African-American",27,19
5578,2013-11-07,2,3,7,5,4,"Yes",8,29,10,0.69,9,-0.87,1,0,0.74880219028063,0,0,0,1,0,0,0,0,0,1,0,0,1,"African-American",22,8
5579,2013-04-03,1,2,5,4,2,"No",7,26,9,0.35,5,-1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",40,17
5582,2013-10-11,2,3,8,5,3,"No",8,28,9,0.48,6,-1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",39,19
5584,2013-04-04,2,3,9,6,4,"Yes",9,33,7,-0.04,6,-1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",50,30
5586,2014-01-24,2,3,8,5,3,"No",5,23,8,0.19,5,-1.93,1,1,0.385352498288843,0,0,0,1,0,0,0,1,0,0,0,0,1,"African-American",24,7
5591,2013-10-15,2,3,5,4,2,"No",3,21,7,0.15,6,-1.5,1,1,0.326659822039699,0,0,0,1,0,0,0,1,0,1,0,0,1,"African-American",24,14
5592,2013-03-21,2,3,6,4,3,"No",2,16,5,-0.51,3,-2.25,1,1,0.246064339493498,0,0,0,1,0,0,0,1,0,0,0,0,1,"Caucasian",36,14
5593,2013-01-29,2,3,6,4,6,"Yes",4,21,4,-0.64,3,-2.45,1,0,0.582135523613963,0,0,0,1,0,0,0,0,0,1,0,0,1,"Caucasian",34,7
5593,2013-08-29,2,3,6,4,6,"Yes",4,21,4,-0.64,3,-2.45,1,1,0.151779603011636,0,0,0,1,0,0,0,1,0,1,1,0,1,"Caucasian",35,8
5593,2013-10-25,2,3,6,4,6,"Yes",4,21,5,-0.5,3,-2.26,1,0,0.583333333333333,0,0,0,1,0,0,0,0,0,1,0,0,1,"Caucasian",35,9
5594,2014-01-18,2,3,8,5,6,"Yes",3,18,10,0.62,6,-1.51,1,0,1.21321013004791,0,1,0,0,1,0,0,0,0,1,0,0,1,"Caucasian",20,5
560,2014-01-17,3,4,2,2,1,"No",1,13,1,-1.44,1,-3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",31,4
5604,2014-01-03,6,5,7,5,5,"Yes",3,19,5,-0.41,3,-2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",30,12
5607,2014-01-08,1,2,2,2,1,"No",6,24,3,-0.81,2,-2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",36,3
5609,2013-01-24,2,3,7,5,6,"Yes",8,29,6,-0.22,6,-1.63,1,0,0.974161533196441,0,0,0,0,1,0,0,0,0,1,0,0,1,"African-American",56,29
561,2014-02-04,1,2,1,2,3,"No",3,18,1,-1.71,1,-3.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",32,2
5611,2013-02-08,2,3,7,5,6,"Yes",4,21,5,-0.48,4,-2.16,1,0,0.557494866529774,0,0,0,1,0,0,0,0,0,0,0,0,1,"Other",25,15
5617,2014-01-20,0,1,3,3,3,"No",3,18,1,-1.93,1,-3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",56,3
5618,2013-09-14,1,2,1,2,3,"No",1,13,1,-2.32,1,-3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",49,2
5619,2013-08-19,1,2,3,3,4,"Yes",1,13,10,0.68,8,-1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"Caucasian",18,8
5621,2013-04-12,2,3,4,3,2,"No",6,25,4,-0.57,2,-2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",50,14
5626,2013-02-26,2,3,6,4,5,"Yes",7,26,10,0.83,8,-1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",24,13
5635,2013-11-26,2,3,4,3,2,"No",1,12,1,-2.56,1,-3.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"Caucasian",50,3
5636,2014-02-07,2,3,9,6,4,"Yes",2,17,7,0,4,-2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",40,23
5637,2014-02-23,0,1,1,2,3,"No",1,12,1,-2.79,1,-4.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Other",58,2
5638,2013-05-29,2,3,4,3,4,"Yes",1,14,1,-1.72,1,-3.18,0,0,2.3266598220397,1,0,0,0,0,0,0,0,0,0,0,0,1,"Hispanic",34,3
5639,2013-03-26,3,4,3,3,4,"Yes",2,17,1,-1.51,2,-2.67,1,0,0.629876796714579,0,0,0,1,0,0,0,0,0,0,0,0,1,"Caucasian",39,8
5646,2013-04-26,2,3,8,5,4,"Yes",5,23,6,-0.29,7,-1.27,1,1,0.169404517453799,0,0,1,1,0,0,1,1,0,1,1,0,1,"African-American",20,9
5650,2013-08-07,2,3,5,4,3,"No",1,13,4,-0.59,4,-2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",26,9
5651,2013-05-03,2,3,8,5,5,"Yes",7,27,5,-0.4,3,-2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",35,17
5652,2014-02-04,1,2,1,2,3,"No",1,14,2,-1.41,1,-3.31,1,1,0.0657084188911704,0,0,1,0,1,0,1,0,1,1,1,0,0,"African-American",40,7
5657,2013-02-27,2,3,8,5,5,"Yes",7,27,9,0.58,9,-0.73,1,1,0.427618069815195,0,1,0,0,1,1,0,0,1,0,0,0,1,"African-American",29,17
566,2014-02-25,4,4,7,5,5,"Yes",3,18,8,0.29,7,-1.31,1,0,0.6572553045859,0,1,0,1,0,0,0,0,0,0,0,0,1,"African-American",23,13
5660,2013-02-19,1,2,1,2,1,"No",2,16,5,-0.33,3,-2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",34,3
5664,2013-10-22,2,3,6,4,3,"No",5,22,2,-1.32,1,-3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"African-American",30,5
5665,2013-02-04,1,2,2,2,3,"No",6,23,3,-1.21,1,-3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"Caucasian",48,7
5666,2013-04-18,2,3,5,4,3,"No",3,20,4,-0.6,2,-2.71,0,0,2.54106776180698,1,0,0,0,0,0,0,0,0,0,0,0,1,"Caucasian",36,8
5667,2013-03-27,2,3,9,6,6,"Yes",6,24,6,-0.2,6,-1.64,1,0,0.833333333333333,0,0,0,1,0,0,0,0,0,1,0,0,1,"Hispanic",32,12
5667,2014-03-19,2,3,9,6,6,"Yes",6,24,6,-0.13,6,-1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Hispanic",33,18
5668,2013-05-19,2,3,6,4,5,"Yes",8,30,7,0.08,8,-1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",37,9
567,2013-12-22,0,1,1,2,3,"No",4,20,1,-1.84,1,-4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"Caucasian",51,2
5671,2013-05-12,2,3,5,4,2,"No",1,15,6,-0.27,2,-2.56,1,0,1.78285420944559,0,1,0,0,1,0,0,0,0,0,0,0,1,"Caucasian",29,7
5675,2013-08-14,2,3,6,4,5,"Yes",1,15,3,-0.87,2,-2.78,1,1,0.207734428473648,0,0,0,0,1,0,0,0,1,1,1,0,1,"Caucasian",45,9
5677,2013-10-03,2,3,8,5,5,"Yes",5,23,4,-0.74,1,-3.11,1,0,0.982375085557837,0,0,0,0,1,0,0,0,0,1,0,0,1,"Caucasian",60,26
5678,2013-05-17,2,3,9,6,4,"Yes",9,32,9,0.55,10,-0.47,0,0,2.03832991101985,1,0,0,0,0,0,0,0,0,0,0,0,1,"African-American",35,27
5679,2013-03-21,2,3,7,5,4,"Yes",3,18,9,0.35,9,-0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",21,8
5680,2013-04-28,2,3,6,4,6,"Yes",3,19,5,-0.34,4,-2.12,1,0,0.821184120465435,0,0,0,1,0,0,0,0,0,0,0,0,1,"African-American",29,15
5681,2013-12-08,1,2,4,3,2,"No",8,28,8,0.17,3,-2.48,1,1,0.127138945927447,0,1,0,0,1,1,0,0,1,1,0,0,1,"African-American",28,6
5681,2014-01-25,2,3,8,5,3,"No",8,28,9,0.32,3,-2.48,1,0,0.863449691991786,0,0,0,0,1,0,0,0,0,1,0,0,1,"African-American",28,8
5685,2013-05-28,0,1,0,1,0,"No",4,21,5,-0.51,2,-2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Hispanic",35,5
5693,2013-04-25,2,3,9,6,6,"Yes",6,24,7,0.03,5,-1.88,1,0,0.576659822039699,0,0,1,0,1,0,0,0,0,1,0,0,1,"African-American",33,24
57,2013-02-28,2,3,4,3,2,"No",1,15,1,-1.77,1,-3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",48,9
5700,2013-02-19,2,3,6,4,2,"No",1,11,3,-1.1,3,-2.45,1,1,0.215947980835044,0,1,0,1,0,1,0,1,0,0,0,0,0,"Caucasian",22,10
5711,2013-12-04,1,2,3,3,4,"Yes",10,37,9,0.33,1,-3.26,1,1,0.260951403148528,0,0,1,0,1,0,1,0,1,1,1,0,1,"Caucasian",49,5
5713,2013-01-10,0,1,3,3,3,"No",1,14,2,-1.08,3,-2.3,1,1,0.409993155373032,0,0,0,1,0,0,0,1,0,0,0,0,1,"Other",22,5
5716,2014-02-16,1,2,2,2,4,"Yes",1,13,1,-1.42,2,-2.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",32,8
5719,2014-01-28,1,2,3,3,1,"No",1,14,7,0.01,9,-0.85,1,0,0.909993155373032,0,0,0,1,0,0,0,0,0,0,0,0,1,"African-American",18,3
5722,2013-10-24,2,3,5,4,2,"No",1,15,4,-0.69,2,-2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",44,23
5724,2013-05-03,1,2,1,2,1,"No",8,28,4,-0.6,3,-2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",54,3
5725,2013-03-09,2,3,6,4,2,"No",1,11,3,-0.87,6,-1.57,1,1,0.224161533196441,0,0,0,1,0,0,0,1,0,0,0,0,1,"African-American",19,4
5727,2013-05-23,2,3,7,5,6,"Yes",5,23,5,-0.36,3,-2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",37,38
5729,2013-12-17,4,4,9,6,6,"Yes",2,16,7,0.01,6,-1.68,1,0,0.560232717316906,0,0,1,0,1,0,0,0,0,1,0,0,1,"Caucasian",18,5
573,2013-04-03,1,2,1,2,3,"No",1,15,3,-0.85,3,-2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",25,4
5730,2014-02-09,2,3,9,6,4,"Yes",8,28,10,0.57,3,-2.44,1,1,0.0574948665297741,0,0,0,1,0,0,0,1,0,1,0,0,0,"African-American",37,51
5738,2013-09-09,1,2,1,2,1,"No",2,16,3,-0.91,2,-2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",49,5
5740,2014-01-28,6,5,8,5,5,"Yes",3,18,7,-0.07,3,-2.25,1,0,1.16666666666667,0,0,0,1,0,0,0,0,0,0,0,0,1,"African-American",29,16
5745,2013-08-19,4,4,4,3,4,"Yes",1,14,3,-0.81,2,-2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",27,7
5748,2014-02-06,1,2,5,4,4,"Yes",1,12,6,-0.18,5,-1.96,1,1,0.0164271047227926,0,0,1,0,1,0,1,0,1,1,1,0,1,"African-American",21,4
5749,2013-02-16,4,4,5,4,4,"Yes",1,14,3,-0.76,2,-2.69,1,0,0.685831622176591,0,0,0,1,0,0,0,0,0,0,0,0,1,"Asian",27,10
5756,2013-09-25,2,3,5,4,2,"No",2,17,6,-0.31,2,-2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",31,16
5757,2013-08-19,0,1,0,1,2,"No",1,11,2,-1.21,3,-2.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",26,2
